	roi	ab_r2_mean	ab_r2_sem	af_r2_mean	af_r2_sem	ab_af_diff	p_val_unilateral	p_text_unilateral	p_val_bilateral	p_text_bilateral
0	V1	0.5113983808092804	0.03734950131369994	0.4350947065669563	0.04270848002618482	0.07630367424232404	0.10078992100789921	p = 0.10	0.20157984201579843	p = 0.20
0	V2	0.4268899719458986	0.033389902533425574	0.3147991091671239	0.034748639634324854	0.11209086277877472	0.0184981501849815	p < 0.05	0.036996300369963	p < 0.05
0	V3	0.4193081537702955	0.036307308373249275	0.30193719441074135	0.04558306443180971	0.11737095935955416	0.030896910308969103	p < 0.05	0.06179382061793821	p = 0.06
0	V3AB	0.4179527033943249	0.025187534088774888	0.3061115296490221	0.0328097228759677	0.11184117374530278	0.008399160083991601	p < 0.01	0.016798320167983202	p < 0.05
0	hMT+	0.40699518130845336	0.03565011995794804	0.34407307587593916	0.03945395496026761	0.0629221054325142	0.1272872712728727	p = 0.13	0.2545745425457454	p = 0.25
0	LO	0.38756710703832553	0.03188866803770113	0.369191638796205	0.04034962860502241	0.018375468242120552	0.3588641135886411	p = 0.36	0.7177282271772822	p = 0.72
0	VO	0.42397022712830956	0.03933773155142443	0.33106339091517356	0.037709889117696384	0.092906836213136	0.0524947505249475	p = 0.05	0.104989501049895	p = 0.10
0	iIPS	0.33648614459727183	0.038673739627376816	0.278734085909334	0.043861394963313746	0.05775205868793781	0.16518348165183483	p = 0.17	0.33036696330366966	p = 0.33
0	sIPS	0.3635309372680733	0.03214144417237922	0.29610879671382134	0.03566476886850649	0.06742214055425194	0.08869113088691132	p = 0.09	0.17738226177382263	p = 0.18
0	iPCS	0.2952861247292484	0.030737224345200903	0.2484666651870352	0.030460171911822646	0.046819459542213226	0.1478852114788521	p = 0.15	0.2957704229577042	p = 0.30
0	sPCS	0.3101774350287445	0.036617671397589785	0.2515104244870833	0.039805791901705946	0.058667010541661235	0.15298470152984703	p = 0.15	0.30596940305969406	p = 0.31
0	mPCS	0.22693615418720434	0.0319185677949914	0.19238152400731523	0.027755503309705	0.034554630179889106	0.21427857214278573	p = 0.21	0.42855714428557146	p = 0.43
